"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PHB",40.4088506404775,0.590042968836199,0.0796115450448312,7.4115251563568,1.24855107899124e-13,1.2159573245081e-10
"ANXA1",34.6278621012054,-1.14201412950911,0.160861320201039,-7.09937061365567,1.25326313108461e-12,1.10808341957299e-09
"CYP2W1",51.6583232663195,1.05427523309961,0.148512512815482,7.09889835619093,1.25755251897065e-12,1.10808341957299e-09
"ATP5MG",140.282502022895,0.851557635157118,0.120325658010197,7.07710765300742,1.4719418940311e-12,1.23803694577961e-09
"ZMAT2",27.8539540119671,0.55882656956467,0.0798410590230921,6.9992379410078,2.57358467808598e-12,2.07050482101317e-09
"IGLC1",60.9184637901173,-1.58561688427967,0.227276639873577,-6.97659418566586,3.02421623275798e-12,2.3316707154564e-09
"RBMY1J",14.6789681835903,-0.84921294873761,0.122281131565978,-6.94475867095988,3.79107832726834e-12,2.80600453471093e-09
"HIPK2",47.8590951813106,0.833552522853405,0.120781347708551,6.90133483909117,5.15161430469657e-12,3.6663642728502e-09
"OXCT1",21.6219263829585,0.80083578988068,0.116279396969036,6.88716841293851,5.6913830974816e-12,3.90049454947406e-09
"EFHD1",64.970665930395,1.04308895692804,0.151598274412775,6.88061233525589,5.95958283913187e-12,3.93843288768914e-09
"SRSF6",39.886767089839,0.794147570262809,0.116342560576929,6.82594199684727,8.73502199917117e-12,5.57354645078149e-09
"IGHG2",59.1443180419712,-1.95438961772746,0.288539261159074,-6.7733923275349,1.25797207232366e-11,7.75917174209233e-09
"PRY",15.3090198194436,-0.711345046770887,0.106230419184875,-6.6962462562905,2.13841255242437e-11,1.27642535064711e-08
"TNFAIP2",33.0888358710429,-0.936353647857178,0.140627540600984,-6.65839453534912,2.76834826838463e-11,1.60079738619341e-08
"SCOC",41.5476981788576,0.733705882556628,0.110765785416645,6.62393969217839,3.49749503788991e-11,1.96114085397318e-08
"ATP6V1C2",20.4865133645968,1.06973047149562,0.16175126035829,6.61342897190474,3.75518219476201e-11,2.00232914551526e-08
"CALB1",71.8820907090891,2.09767017053249,0.317244030898921,6.61216592346488,3.78737138418904e-11,2.00232914551526e-08
"ESRRG",24.1693712647851,0.668807492048433,0.101284765399359,6.60323879323187,4.02270780760861e-11,2.05183060741508e-08
"PNP",79.800703706688,1.31695891495399,0.199529622770483,6.6003177707045,4.1027741285321e-11,2.05183060741508e-08
"MRPS6",40.4826944603475,0.800264908219943,0.12177803040693,6.57150477426674,4.98092890461587e-11,2.42545022239505e-08
"ARMCX2",21.1984698470276,0.77479028640117,0.118672660891301,6.52880183676713,6.62978960189715e-11,3.14558017419243e-08
"GALNT18",33.2395207128535,0.661575646234436,0.101490451566456,6.5185998881997,7.09666721599755e-11,3.28291825412047e-08
"MRPS7",23.5169852472349,0.520197343998261,0.0800491224790449,6.4984765340112,8.11374477657631e-11,3.66187154501873e-08
"C1S",46.4217030243231,-1.13914698109289,0.177221329170195,-6.42782099889855,1.29446041083873e-10,5.62897975235854e-08
"PDLIM7",21.0851742862512,-0.674091360590928,0.104896862304468,-6.42622997277406,1.30807462900679e-10,5.62897975235854e-08
"BEX5",13.8501466533185,0.766318409134789,0.119505264027798,6.41242388248717,1.43223941492857e-10,6.02321775769051e-08
"KCNJ1",65.1211646130912,1.55892270866741,0.243749414739437,6.39559569951735,1.59922641680858e-10,6.57601902591688e-08
"ORM2",34.5851417435085,-0.452499765072111,0.0710056396148002,-6.37272993422615,1.85692713845818e-10,7.46969125435438e-08
"ACSM3",25.3238449123675,0.691702146602341,0.108700745407846,6.36336157592174,1.97385284134066e-10,7.77110063322714e-08
"INAVA",59.1811641362085,-1.24007425771973,0.195416104380429,-6.3458140343725,2.21252372292894e-10,8.52927895189105e-08
"RDH11",35.4901233813705,0.629624382408469,0.0995547015268746,6.32440630881208,2.54208033246368e-10,9.59972540243019e-08
"ZBTB46",21.815433790753,-0.503181281718832,0.0796198304480435,-6.31979845833993,2.61904652373846e-10,9.69256737505129e-08
"CSTB",103.732866321553,0.742482775167749,0.117659600125958,6.31043089023674,2.78259649517734e-10,1.00959148130905e-07
"SNX3",48.6496260688477,0.721644235703867,0.114696317896019,6.29178206364125,3.13841904996576e-10,1.11679434808782e-07
"PNRC2",60.2967639768784,0.619084820260205,0.0989979171536384,6.2535135895781,4.01319625470612e-10,1.40113553768079e-07
"NDUFB3",44.7514454156384,0.709559282667608,0.114217579350237,6.21234740487551,5.21988626344339e-10,1.78868102627327e-07
"SAR1A",32.8208499348406,0.574907354558965,0.0926332529092161,6.20627405929915,5.42555299088433e-10,1.82535331896952e-07
"CLCNKB",54.0123072617988,1.24230964420972,0.200279767523124,6.20287141119378,5.54421393719762e-10,1.82667163143203e-07
"PDHA1",59.5282839867601,0.859550058781814,0.138624989426817,6.20054192491454,5.62690677646053e-10,1.82667163143203e-07
"HNRNPH2",31.1846535779802,0.542186056020469,0.0876135662731418,6.18838016854792,6.07855894875103e-10,1.93926991013257e-07
"ATP6V0D2",35.9314308693694,1.16625987121172,0.189782129662499,6.14525652802901,7.98343838620338e-10,2.50382277793741e-07
"COL1A2",56.5124611266967,-1.1413142378464,0.185847383552634,-6.14113696964244,8.19328951696269e-10,2.52681048703129e-07
"ZNF91",22.9322507551984,0.554924522735774,0.0904209089339283,6.13712612799838,8.40276719563019e-10,2.54893121619576e-07
"BPY2",14.1627974416049,-0.596329031008143,0.0973632765280316,-6.12478392545115,9.08067514900237e-10,2.71014214447e-07
"HNRNPM",53.7566668948656,0.64530558728738,0.105584465850058,6.11174742507849,9.85460656689468e-10,2.89443872879078e-07
"SLC6A6",35.6309776497562,-0.671132434562713,0.109877639328657,-6.10799830305122,1.00888426089445e-09,2.91693661931109e-07
"BMERB1",42.692542104873,-0.647717536372694,0.106261881724613,-6.09548340251785,1.09107233225028e-09,3.10603114399372e-07
"CCDC148",21.3606530315024,0.530492885868831,0.0872594267328125,6.07949084393133,1.20564766028468e-09,3.38019762210723e-07
"GOT2",41.1317114090238,0.873158277317067,0.144002160862809,6.06350815908189,1.33184022143426e-09,3.64824971222648e-07
"OMA1",22.9421072791451,0.629929357019256,0.103906840201998,6.0624435869155,1.34068839403048e-09,3.64824971222648e-07
"OSBP",33.6947712314209,0.661935898295827,0.109462231725931,6.0471624583095,1.47419089945954e-09,3.95339542081149e-07
"TBC1D1",51.6221862606453,0.745680042076673,0.123458191334191,6.03993978867047,1.54171747616423e-09,4.07542002556327e-07
"CYFIP2",49.7433818272275,1.09409446067817,0.181859595827524,6.01614919300608,1.78614964757726e-09,4.65505818010839e-07
"MRPL47",29.1872237602789,0.472916003143126,0.0788329752320833,5.99896175110564,1.98583122420847e-09,5.10358624621577e-07
"HIBADH",35.337391321868,0.692131366478038,0.115885617945575,5.97253894614512,2.33589357196303e-09,5.85474081769622e-07
"PPP1R11",24.2217178854744,0.452198337002549,0.0757177751230699,5.97215563013515,2.34139008057458e-09,5.85474081769622e-07
"AEN",23.1938350475476,-0.470335583122778,0.0788081719741321,-5.96810675011165,2.40022321688462e-09,5.92183072069775e-07
"STC1",27.3503365826561,1.19197996658179,0.200503720167997,5.94492693493697,2.76580195782507e-09,6.73399992468356e-07
"ANKIB1",14.0894218298733,0.473587086159719,0.0798463477588127,5.93123041257011,3.00672921630534e-09,7.22552174266415e-07
"KIDINS220",21.7480981053775,0.495441679060828,0.0835688859901234,5.92854234193552,3.05635607764768e-09,7.24396550325155e-07
"HLA-A",155.030937100463,-0.824468077719873,0.139113150968194,-5.92660055488481,3.09270036076995e-09,7.24396550325155e-07
"CPNE3",24.5996778141184,0.443279585452611,0.0748830374383346,5.91962613452542,3.22674286384155e-09,7.29603932082998e-07
"SLC25A30",33.3933727273245,0.794975594353076,0.13429495858877,5.91962351161225,3.22679432261949e-09,7.29603932082998e-07
"MDK",19.3237762733282,-0.667995483187488,0.112880810414939,-5.91770630217841,3.26462246242914e-09,7.29603932082998e-07
"FH",37.9392584055353,0.516115341641768,0.0872213931101418,5.91730220348608,3.27265058165201e-09,7.29603932082998e-07
"ACAT1",97.4737931083395,0.948239859710697,0.16032603026631,5.91444731797836,3.32991793303274e-09,7.33533350390927e-07
"LCN2",24.4715760079609,-1.54292150975904,0.26170359639651,-5.89568325007403,3.73134146743412e-09,8.12291088392953e-07
"DUT",33.9511578279992,0.513190652913,0.0872250996456619,5.88352039719937,4.01630572541968e-09,8.64159548176345e-07
"MYH10",31.1050227877199,0.820783513699119,0.139976028014768,5.86374342335619,4.52546596119554e-09,9.47464859920689e-07
"BEX3",43.9206490124794,0.750560013783709,0.128009406228762,5.86331923485689,4.53704732875839e-09,9.47464859920689e-07
"TTC1",23.9348957275708,0.506412081535531,0.0863981611698573,5.86137568992856,4.59048064437153e-09,9.47464859920689e-07
"IQGAP2",31.951147810238,0.742695688450514,0.126724033360941,5.8607327178037,4.60829212023682e-09,9.47464859920689e-07
"PLCD3",15.7410665388775,-0.458926986987109,0.0784238918606849,-5.85187722897461,4.86055375434842e-09,9.88348205169925e-07
"CD99",32.5255835528892,-0.497253640861852,0.0851918003755822,-5.83687207770732,5.31899013872418e-09,1.06486488944639e-06
"AKR1B15",50.130935205279,-1.71562929460493,0.29398143128027,-5.83584237662045,5.35194740156258e-09,1.06486488944639e-06
"ATP6V0A4",65.2147415953579,1.27412553632521,0.218643732291773,5.82740480584614,5.62959425211932e-09,1.10819161745974e-06
"SMS",47.718301167454,0.763026319642929,0.131149510939607,5.81798829577257,5.95600711333477e-09,1.14058577369847e-06
"SLC36A1",28.620323410045,-0.480242500442794,0.0825587033617356,-5.81698210954918,5.99195520484486e-09,1.14058577369847e-06
"CAMK2N2",20.5893050208994,-0.50816922003273,0.0873781729938305,-5.81574554172254,6.03642330848828e-09,1.14058577369847e-06
"TSPYL1",15.7938204219411,0.55579872611074,0.0955698775176387,5.81562664457909,6.04071583562744e-09,1.14058577369847e-06
"MMP14",30.6077283749365,-0.562083184917587,0.0968347986407657,-5.80455779128311,6.4536099038516e-09,1.20623836021081e-06
"SPTBN2",77.7275143922695,1.48580991124694,0.256941229541859,5.78268389972378,7.35181293360663e-09,1.36037946523457e-06
"TAF15",35.5281439223721,0.610404946752995,0.105604619106205,5.78009704423174,7.46575483398672e-09,1.36778542027812e-06
"AEBP1",43.7659537480396,-1.04877495396042,0.18157662187043,-5.77593603822417,7.65264426163706e-09,1.38827970016992e-06
"MICU2",21.2819061096365,0.605339690554207,0.105075054045639,5.76102192906111,8.3606175646641e-09,1.50198900404412e-06
"XKR6",18.1240938769233,0.440561506684497,0.0767432409402462,5.74072063268121,9.42745051777843e-09,1.67736100366319e-06
"CHRFAM7A",18.4845049274179,-0.55205192259887,0.0963625879727413,-5.72890303397655,1.01082150553144e-08,1.78135629889083e-06
"CCDC184",17.7971406569709,-0.612133588760347,0.107420652284,-5.69847208842095,1.20885919664907e-08,2.11025760139569e-06
"TUBB4B",73.0849702893071,0.631965493400828,0.111092483345451,5.68864314100965,1.28052749760302e-08,2.21447484258376e-06
"AKR1C1",52.0587332220081,-2.32733320602701,0.409438980095024,-5.68420037947259,1.31426112195911e-08,2.25176738895661e-06
"MGAT4A",20.3052553832572,0.54208257855544,0.0955087653728316,5.67573642523119,1.38093269344583e-08,2.34429161096528e-06
"MTHFD2",28.2049244138663,-0.577244011346772,0.101771996855718,-5.67193362792255,1.41194683134119e-08,2.37515128792158e-06
"AKIRIN1",33.1884051268928,0.632123665821955,0.111500878946226,5.66922585540164,1.43444171645185e-08,2.39125311002028e-06
"GNB5",21.1179395465242,0.542036656441735,0.0956881979812384,5.66461348292934,1.4735631333334e-08,2.43453680528583e-06
"SRP14",97.1896315913846,0.797746785637188,0.140935604811249,5.66036372927611,1.51052494185299e-08,2.47351801097767e-06
"TMCO1",40.226964587195,0.545516843326066,0.0964530359501634,5.65577680320949,1.55142972928423e-08,2.51821541321714e-06
"PAIP2",47.1265442683301,0.614539592061451,0.108908444059631,5.64271758142985,1.67386796048053e-08,2.69332632528101e-06
"H4C13",27.2343779522437,0.503441661426921,0.0892808220245128,5.6388555796305,1.71184028415694e-08,2.73068039810691e-06
"SERPINA1",496.173212385523,2.11131284861245,0.374972332295634,5.6305830237839,1.79601459512978e-08,2.84046615968218e-06
"DYNLL2",53.4772215011078,0.597264471054187,0.106150779408495,5.62656698690605,1.83831418029904e-08,2.8827258976486e-06
"KIF3B",26.5048976475649,0.505762339567584,0.0899644467402795,5.62180236630234,1.88975384900975e-08,2.93848783378793e-06
"SMIM15",26.1411049892796,0.538898736294163,0.095903445689008,5.61918012874828,1.91865742156423e-08,2.95856974405204e-06
"TSR2",19.6460713139256,0.492446368721997,0.0877288422842274,5.61327786734663,1.98529410379083e-08,3.0360233137641e-06
"SRSF7",30.1432128304643,0.519854135337752,0.0928635383372254,5.5980435878929,2.16784254855116e-08,3.28801299331072e-06
"METTL7A",49.2067671807933,0.64834191601382,0.116055367480015,5.58648798493067,2.3170757110988e-08,3.48578609416034e-06
"ATP6V1G3",26.3687584498932,1.03178690993639,0.184875068125078,5.58099542788716,2.39145931308541e-08,3.56867444591391e-06
"H4C4",32.0779415488023,0.82555299256983,0.147965967222264,5.57934373739972,2.41427722488709e-08,3.57390286154486e-06
"ZNF845",32.8529894322294,-0.62242662819732,0.111777522823469,-5.56844178037765,2.57027478433753e-08,3.77463211185568e-06
"TSPAN7",24.4807096860925,0.735405641670681,0.132207655416602,5.56250422377837,2.65930592957351e-08,3.87462967880538e-06
"REG1A",47.1032738504821,-1.47787318472217,0.265807911375911,-5.55992926272284,2.69884013417279e-08,3.90151076896354e-06
"RCAN1",43.7177161842925,0.961893671483535,0.173112630254908,5.55646153644103,2.75298349984464e-08,3.94893075047482e-06
"MRPL34",36.5701824492064,0.537567590304855,0.0968149314367641,5.55252771785491,2.81568052261309e-08,4.00779633772559e-06
"NUDT9",21.2155554222351,0.526133556163,0.0948057921121993,5.54959295672926,2.86335473916739e-08,4.04454321324836e-06
"MYC",31.0175452887399,-0.931942843868531,0.168168626099449,-5.54171646331588,2.99521016042157e-08,4.19874006124551e-06
"NDUFB11",26.3709182626838,0.464196021483111,0.0837858701686075,5.54026616360229,3.02012266478364e-08,4.20183081121478e-06
"LUM",34.0106289387894,-1.40566930468028,0.253917072084089,-5.53593853750318,3.09566119564542e-08,4.27478468389723e-06
"KLHL9",19.2370787955911,0.534445822696681,0.0965923237344097,5.53300512954004,3.14790261483439e-08,4.31472518406633e-06
"COA3",48.4278620535592,0.7085643881708,0.128536313194689,5.5125619411346,3.53647668103561e-08,4.81168856660904e-06
"TRIM40",16.3549355521328,-0.418605852573149,0.0759808631688045,-5.50935900324196,3.60142733181975e-08,4.86410853227202e-06
"MAN1A1",45.6506596226911,0.780694362493431,0.141736071526212,5.50808523255179,3.62757769916526e-08,4.86410853227202e-06
"MRPL51",34.6274802142273,0.528212724704428,0.0959448330216928,5.50537958187912,3.68373686247447e-08,4.90387531677896e-06
"SFT2D1",27.5794305593218,0.569807895873789,0.103813672824471,5.48875577147937,4.04774830534011e-08,5.34996676014382e-06
"NDUFB1",71.0796538426165,0.738461554577584,0.13459050620866,5.48672841331558,4.09445891327575e-08,5.37332395257124e-06
"ALOX5",21.3778813312266,-0.502760351762589,0.091679312053922,-5.48390188035972,4.1604558812464e-08,5.40570075954335e-06
"GSPT1",35.9174081902035,0.673198635210002,0.122775298094084,5.48317654821839,4.17755733146725e-08,5.40570075954335e-06
"APMAP",52.1995250069463,0.677531537048411,0.123594468757093,5.48189206088179,4.20800958099558e-08,5.40729231157933e-06
"PPID",21.2883302840812,0.562507926338104,0.102717775738831,5.47624714702091,4.34440811492394e-08,5.54406398334845e-06
"CDY2B",12.7071680576612,-0.475566339367622,0.0869075321906921,-5.47209577098722,4.44744360202854e-08,5.63667783643398e-06
"RAP1A",42.6292433248556,0.560740944872736,0.102565012145683,5.46717572729636,4.5726268132246e-08,5.73980665892538e-06
"FBXO3",16.3881685391795,0.492193141712805,0.0900385648436107,5.46647031266771,4.59085271033807e-08,5.73980665892538e-06
"CALM3",59.4950934692343,0.612200949791884,0.112045279968688,5.46387094541573,4.65862277457609e-08,5.78544669937959e-06
"TNIK",23.9563713485633,-0.557957851877059,0.102242623992634,-5.45719417292395,4.8371729602808e-08,5.96713656380239e-06
"CLDN1",21.1118641962771,-0.707434772762838,0.1298857721894,-5.44659173085758,5.13441296221708e-08,6.29186605648112e-06
"CHTOP",32.0020099920425,0.379746128249436,0.0697533389367384,5.44412832472207,5.20596812931298e-08,6.33758120163206e-06
"TRA2A",47.5288358383875,0.570556159695705,0.104832714208156,5.44253923029035,5.252638775754e-08,6.34406426970928e-06
"SPR",29.8769050450981,0.663618789640827,0.121952463464743,5.44161856830946,5.27986325948567e-08,6.34406426970928e-06
"TBL1X",19.7169636030141,0.499636161025461,0.0918867413291223,5.43752182086697,5.40267354676665e-08,6.44974653608839e-06
"ANK3",50.2290584715318,0.557794199831458,0.102616889786866,5.43569582931219,5.45829999396829e-08,6.47438353130701e-06
"PSME3",28.7240681069388,0.456011777424661,0.0839854221075404,5.42965393256884,5.64634335371654e-08,6.58630189232696e-06
"SLC25A4",31.6543743053143,0.631849672993694,0.116384913213132,5.42896545221981,5.66816537439536e-08,6.58630189232696e-06
"NDUFA5",55.6595970374434,0.724999689937552,0.133550005797845,5.42867584023159,5.67736929423489e-08,6.58630189232696e-06
"PPA2",32.8065119368272,0.481058825379698,0.0886367979179601,5.42730374606891,5.72117189463194e-08,6.58630189232696e-06
"UBE2A",26.7244127853737,0.416686272233254,0.0767911874027767,5.42622514804593,5.75583468054639e-08,6.58630189232696e-06
"SSTR4",27.001285001903,-0.52614987739644,0.0969874346094936,-5.42492828596724,5.79778128928053e-08,6.58630189232696e-06
"TOMM6",62.5014791327053,0.563517812697395,0.103894265888658,5.42395490143131,5.82945956518857e-08,6.58630189232696e-06
"ARL1",25.5778424938582,0.562826004726723,0.103788454671034,5.42281900728404,5.8666387116909e-08,6.58630189232696e-06
"CD44",28.3921415865055,-0.739934395348576,0.136453165070168,-5.42262537456043,5.87299941760673e-08,6.58630189232696e-06
"TDGF1",30.6603629910109,1.12278790945316,0.20732664822946,5.41555038409971,6.11004629730645e-08,6.81086124610594e-06
"CALM2",108.206527318022,0.834199068844536,0.154243797811188,5.40831515226102,6.36204031655534e-08,6.98062799564186e-06
"DLG3",16.552535801786,0.452918291803241,0.0837585585474435,5.40742700994184,6.39365849508893e-08,6.98062799564186e-06
"SELENBP1",22.8994438607785,0.481069063750871,0.0889658252198237,5.40734672625368,6.39652411360347e-08,6.98062799564186e-06
"CLDN16",22.0410523140828,1.19653617721166,0.2212988642536,5.40687897901036,6.41324448367443e-08,6.98062799564186e-06
"NDUFC1",49.0373266895754,0.608963208463876,0.112657454686643,5.40544085748882,6.46491808590344e-08,6.99572188664077e-06
"RPE",23.810862412226,0.548203270700601,0.101569792618052,5.39730619281748,6.76488842907769e-08,7.27776136579381e-06
"ATP5PF",89.6388235658427,0.669161338398177,0.12405847224358,5.39391890208292,6.89373416697827e-08,7.37350618646046e-06
"SESN2",28.5720164077309,-0.472082396639828,0.0876542925949978,-5.38573049492351,7.21510059992182e-08,7.67288629315823e-06
"PLS3",45.1685524983213,0.763683273323299,0.141921696196749,5.38101850378529,7.40655800233333e-08,7.83148281572433e-06
"PTK6",23.3001959635959,-0.564939301850051,0.105125364149473,-5.37395809679947,7.7026765470696e-08,8.09831402425999e-06
"CLCNKA",31.9070101703632,0.957735439298605,0.17833415084855,5.3704544796468,7.85384568770507e-08,8.21059664436693e-06
"BDH2",66.6716402935571,0.566552010495592,0.105524617874655,5.36890843015,7.92146243311428e-08,8.23476072260375e-06
"DLD",41.2258021591815,0.565909669114652,0.10544518725546,5.36686105686012,8.01187276837544e-08,8.28221752547593e-06
"COMMD6",43.2756727198363,0.644677918733639,0.120212219192917,5.36283185737596,8.19272623857685e-08,8.422122573257e-06
"SYNJ2BP",27.0213381124272,0.638971675017642,0.119227111618448,5.35928167967777,8.35534958682547e-08,8.52979846138905e-06
"TNFAIP3",25.2136102972403,-0.752246464332168,0.14038269833675,-5.35854113964729,8.38966342397756e-08,8.52979846138905e-06
"UFC1",35.777620423364,0.57281399938221,0.106932926569657,5.35675977229588,8.47276511862659e-08,8.55238282651682e-06
"POLR2K",27.7426527553469,0.594708039995248,0.111034032932232,5.35608789746673,8.50431495935525e-08,8.55238282651682e-06
"CLDN8",50.5623478883196,1.33784648047369,0.250244996800211,5.34614676648976,8.98463643675449e-08,8.98657906084892e-06
"H4C8",28.0261553199972,0.640101853250729,0.11991794785847,5.33783194827677,9.40645818073065e-08,9.31121867184519e-06
"FKBP3",41.4406691937206,0.45905979701209,0.0860022229847733,5.33776664230373,9.40984593404156e-08,9.31121867184519e-06
"NDUFB5",37.8075147920201,0.590146469439735,0.110670121668948,5.33248234067245,9.68791934410487e-08,9.47422649385369e-06
"COX7C",90.3406496508173,0.662237407854323,0.124197783043791,5.33211939556783,9.70730764009833e-08,9.47422649385369e-06
"COQ9",45.5677007338228,0.646188700566143,0.121204596278973,5.33138775594639,9.74650559991981e-08,9.47422649385369e-06
"TSPAN6",24.5430244589933,0.588191281467778,0.110341063679908,5.33066531943248,9.78536081413914e-08,9.47422649385369e-06
"MRPL27",26.7270218738809,0.405284650385267,0.0760583584475348,5.32860107235727,9.89721149811176e-08,9.47422649385369e-06
"SMC1A",30.4953335254212,0.49669835797758,0.093222742360839,5.32808138227688,9.92556518123359e-08,9.47422649385369e-06
"HUWE1",31.9971605633391,0.536967123962588,0.100783147185148,5.32794558376044,9.93298713687643e-08,9.47422649385369e-06
"AP5M1",20.8565917655712,0.438664583509697,0.0824881962825334,5.31790732830684,1.04967504254572e-07,9.96060871141847e-06
"DCN",43.6154794711671,-1.12777108890576,0.212135978725504,-5.31626504698224,1.05918834356266e-07,9.99960260677732e-06
"CFH",21.9368100271722,-0.810456796113734,0.152710141195931,-5.30715766331392,1.11347861597481e-07,1.04587859441614e-05
"NDUFV1",49.7539872314568,0.528590832989403,0.0996230438579562,5.30590928081935,1.12112708901913e-07,1.04774422501061e-05
"APOOL",22.2931155138213,0.377060768115617,0.0712061768537605,5.29533791555759,1.18796524787448e-07,1.10462859028489e-05
"M6PR",41.0188741766358,0.622448241415077,0.117609758823976,5.29248803533965,1.20663366388942e-07,1.11637746583049e-05
"SUB1",49.7786661998456,0.492159867390663,0.0931033820788396,5.28616529713071,1.24907035386963e-07,1.14589164019058e-05
"WWP1",41.9555333456959,0.554747462140091,0.104948643121205,5.28589456368117,1.25091932186823e-07,1.14589164019058e-05
"CCNDBP1",22.0062754341888,0.411072127809733,0.0778024842366906,5.28353473340478,1.26714825731937e-07,1.15503996814964e-05
"MTURN",35.4950127647556,0.714864428469832,0.13533936654832,5.28201399712185,1.27771433877823e-07,1.15896206493884e-05
"ECSIT",18.9718776788329,0.414628143167202,0.078579967304243,5.2765120347004,1.31665870136762e-07,1.18682720833642e-05
"UBA1",28.4996600265802,0.552957780246114,0.104808792489605,5.27587206293744,1.32126245631918e-07,1.18682720833642e-05
"TOMM7",58.6157000521846,0.61965582037473,0.117472695825763,5.27489231449844,1.32834063989503e-07,1.18742102418442e-05
"TMEM116",25.0500042223566,0.626382600335837,0.1188369359806,5.27094202797432,1.35725337307683e-07,1.20361428444901e-05
"DDAH1",44.4339591851236,0.554743396585164,0.105251555116103,5.27064323157247,1.35946490191226e-07,1.20361428444901e-05
"PRDX3",53.6646912065479,0.666541693297137,0.126718772022825,5.26000751630608,1.44049513278628e-07,1.26928199700368e-05
"CD24",168.314200928519,1.04265610499221,0.198918573407958,5.2416226756958,1.59170600004054e-07,1.38462814008384e-05
"SNRPD3",51.9001643654813,0.532954793084957,0.101681683468705,5.24140410449624,1.59359288930318e-07,1.38462814008384e-05
"ZNF140",61.1988973457351,0.727849033580217,0.13887419389319,5.24106756752818,1.59650238743623e-07,1.38462814008384e-05
"ATP5F1A",120.789584741523,0.777685978912267,0.148398903615797,5.24051027307914,1.60133172275153e-07,1.38462814008384e-05
"CLPSL1",17.2797765115862,-0.426447365584009,0.0813978120354524,-5.23905194648564,1.61403605697792e-07,1.38912200922416e-05
"RBM3",50.1200032452312,-1.00089716197306,0.191198142583484,-5.23486864699028,1.65102234612256e-07,1.41437580984499e-05
"CCDC198",56.6042238395761,0.754835187235819,0.144238356426897,5.2332486720922,1.6655642268594e-07,1.42025808542887e-05
"PDLIM1",40.9388401046444,-0.567338886269741,0.108543297788695,-5.22684401365987,1.72427848354775e-07,1.46358023209026e-05
"MCCC2",30.4486694977181,0.472438278690965,0.0904557775050042,5.22286460546789,1.76176208285854e-07,1.48856829137966e-05
"SMARCA2",25.215766632836,0.788752383486904,0.151160196015038,5.21798994894421,1.80875277102467e-07,1.52132551250184e-05
"FUNDC1",17.389693678328,0.409024826780409,0.0784446081911369,5.21418662432204,1.84625525506682e-07,1.54584195655006e-05
"RMND5A",22.2965796041814,0.425603008461618,0.0816456932417131,5.21280414879466,1.86007246708806e-07,1.55039553743232e-05
"CERS4",32.9755802847615,0.498849695876888,0.0957590959718973,5.20942361468499,1.89428173251032e-07,1.57182911113771e-05
"MRPL42",22.2892820627617,0.472515109096895,0.0908764611195574,5.19953245621275,1.99790439960039e-07,1.65041174152704e-05
"DRD4",18.9400989149653,-0.42559946349328,0.0818984643122479,-5.19667208741094,2.02887784145147e-07,1.66854913680969e-05
"FGL2",65.1707759569028,1.14133849281686,0.219742585694626,5.1939795338668,2.05845779913224e-07,1.6853850935904e-05
